Company,Time Period,Difficulty,Title,Frequency,Acceptance Rate,Link,Topics
Cisco,More Than Six Months,EASY,Check if Binary String Has at Most One Segment of Ones,34.1,0.390147923,https://leetcode.com/problems/check-if-binary-string-has-at-most-one-segment-of-ones,String
Indeed,More Than Six Months,EASY,Check if Every Row and Column Contains All Numbers,89.1,0.527007524,https://leetcode.com/problems/check-if-every-row-and-column-contains-all-numbers,"Array, Hash Table, Matrix"
Jump Trading,More Than Six Months,HARD,Check If It Is a Good Array,100.0,0.610261603,https://leetcode.com/problems/check-if-it-is-a-good-array,"Array, Math, Number Theory"
Datadog,More Than Six Months,EASY,Check If It Is a Straight Line,59.1,0.396649455,https://leetcode.com/problems/check-if-it-is-a-straight-line,"Array, Math, Geometry"
PornHub,More Than Six Months,EASY,Check if Number Has Equal Digit Count and Digit Value,79.7,0.723471866,https://leetcode.com/problems/check-if-number-has-equal-digit-count-and-digit-value,"Hash Table, String, Counting"
DoorDash,More Than Six Months,EASY,Check if One String Swap Can Make Strings Equal,80.8,0.49445665,https://leetcode.com/problems/check-if-one-string-swap-can-make-strings-equal,"Hash Table, String, Counting"
PhonePe,More Than Six Months,HARD,Check if Point Is Reachable,47.0,0.432134894,https://leetcode.com/problems/check-if-point-is-reachable,"Math, Number Theory"
Citrix,More Than Six Months,EASY,Check if Strings Can be Made Equal With Operations I,100.0,0.469784764,https://leetcode.com/problems/check-if-strings-can-be-made-equal-with-operations-i,String
Citrix,More Than Six Months,MEDIUM,Check if Strings Can be Made Equal With Operations II,100.0,0.551059767,https://leetcode.com/problems/check-if-strings-can-be-made-equal-with-operations-ii,"Hash Table, String, Sorting"
Vanguard,More Than Six Months,EASY,Check if the Sentence Is Pangram,100.0,0.837952162,https://leetcode.com/problems/check-if-the-sentence-is-pangram,"Hash Table, String"
Coinbase,More Than Six Months,MEDIUM,Check if There is a Valid Partition For The Array,74.4,0.519063362,https://leetcode.com/problems/check-if-there-is-a-valid-partition-for-the-array,"Array, Dynamic Programming"
Robinhood,More Than Six Months,MEDIUM,Check if There is a Valid Path in a Grid,65.2,0.487873924,https://leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
Nutanix,More Than Six Months,MEDIUM,Check If Word Is Valid After Substitutions,100.0,0.600568551,https://leetcode.com/problems/check-if-word-is-valid-after-substitutions,"String, Stack"
Vanguard,More Than Six Months,EASY,Check Whether Two Strings are Almost Equivalent,84.4,0.635851581,https://leetcode.com/problems/check-whether-two-strings-are-almost-equivalent,"Hash Table, String, Counting"
Zomato,More Than Six Months,HARD,Cherry Pickup,93.4,0.377218534,https://leetcode.com/problems/cherry-pickup,"Array, Dynamic Programming, Matrix"
Flipkart,Six Months,HARD,Cherry Pickup II,86.7,0.718877278,https://leetcode.com/problems/cherry-pickup-ii,"Array, Dynamic Programming, Matrix"
Sprinklr,More Than Six Months,MEDIUM,Choose Edges to Maximize Score in a Tree,60.0,0.556161066,https://leetcode.com/problems/choose-edges-to-maximize-score-in-a-tree,"Dynamic Programming, Tree, Depth-First Search"
Zoho,More Than Six Months,MEDIUM,Cinema Seat Allocation,38.6,0.426892991,https://leetcode.com/problems/cinema-seat-allocation,"Array, Hash Table, Greedy, Bit Manipulation"
Aon,More Than Six Months,EASY,Classifying Triangles by Lengths,100.0,0.506495883,https://leetcode.com/problems/classifying-triangles-by-lengths,Database
Flexera,More Than Six Months,EASY,Clear Digits,100.0,0.825594771,https://leetcode.com/problems/clear-digits,"String, Stack, Simulation"
Zoho,Thirty Days,EASY,Climbing Stairs,100.0,0.534768213,https://leetcode.com/problems/climbing-stairs,"Math, Dynamic Programming, Memoization"
Pocket Gems,More Than Six Months,MEDIUM,Clone Graph,100.0,0.619553375,https://leetcode.com/problems/clone-graph,"Hash Table, Depth-First Search, Breadth-First Search, Graph"
Meta,Three Months,EASY,Closest Binary Search Tree Value,58.0,0.498882912,https://leetcode.com/problems/closest-binary-search-tree-value,"Binary Search, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
LinkedIn,More Than Six Months,HARD,Closest Binary Search Tree Value II,59.4,0.601905967,https://leetcode.com/problems/closest-binary-search-tree-value-ii,"Two Pointers, Stack, Tree, Depth-First Search, Binary Search Tree, Heap (Priority Queue), Binary Tree"
Salesforce,Thirty Days,MEDIUM,Closest Equal Element Queries,100.0,0.30758365,https://leetcode.com/problems/closest-equal-element-queries,"Array, Hash Table, Binary Search"
Databricks,More Than Six Months,MEDIUM,Closest Leaf in a Binary Tree,41.6,0.470330633,https://leetcode.com/problems/closest-leaf-in-a-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
LTI,Six Months,HARD,Closest Subsequence Sum,90.2,0.413880057,https://leetcode.com/problems/closest-subsequence-sum,"Array, Two Pointers, Dynamic Programming, Bit Manipulation, Sorting, Bitmask"
Geico,Three Months,MEDIUM,Coin Change,100.0,0.462356982,https://leetcode.com/problems/coin-change,"Array, Dynamic Programming, Breadth-First Search"
Morgan Stanley,All,MEDIUM,Coin Change II,49.2,0.627173338,https://leetcode.com/problems/coin-change-ii,"Array, Dynamic Programming"
Lucid,More Than Six Months,HARD,Collect Coins in a Tree,100.0,0.35692486,https://leetcode.com/problems/collect-coins-in-a-tree,"Array, Tree, Graph, Topological Sort"
Deutsche Bank,More Than Six Months,MEDIUM,Collecting Chocolates,85.0,0.335168211,https://leetcode.com/problems/collecting-chocolates,"Array, Enumeration"
Booking.com,More Than Six Months,MEDIUM,Coloring A Border,58.8,0.496615406,https://leetcode.com/problems/coloring-a-border,"Array, Depth-First Search, Breadth-First Search, Matrix"
Yahoo,Six Months,MEDIUM,Combination Sum,100.0,0.743959656,https://leetcode.com/problems/combination-sum,"Array, Backtracking"
DeltaX,More Than Six Months,MEDIUM,Combination Sum II,70.5,0.574861535,https://leetcode.com/problems/combination-sum-ii,"Array, Backtracking"
OKX,More Than Six Months,MEDIUM,Combination Sum IV,100.0,0.546132356,https://leetcode.com/problems/combination-sum-iv,"Array, Dynamic Programming"
Microsoft,More Than Six Months,MEDIUM,Combinations,33.6,0.726801674,https://leetcode.com/problems/combinations,Backtracking
Bloomberg,Thirty Days,EASY,Combine Two Tables,53.8,0.77909923,https://leetcode.com/problems/combine-two-tables,Database
Nextdoor,More Than Six Months,MEDIUM,Compare Version Numbers,100.0,0.42194327,https://leetcode.com/problems/compare-version-numbers,"Two Pointers, String"
Cloudera,More Than Six Months,EASY,Complement of Base 10 Integer,88.9,0.607582055,https://leetcode.com/problems/complement-of-base-10-integer,Bit Manipulation
PhonePe,All,MEDIUM,Complete Binary Tree Inserter,45.0,0.645058739,https://leetcode.com/problems/complete-binary-tree-inserter,"Tree, Breadth-First Search, Design, Binary Tree"
eBay,More Than Six Months,HARD,Concatenated Words,75.2,0.49400935,https://leetcode.com/problems/concatenated-words,"Array, String, Dynamic Programming, Depth-First Search, Trie"
GE Healthcare,More Than Six Months,EASY,Concatenation of Array,71.2,0.904550313,https://leetcode.com/problems/concatenation-of-array,"Array, Simulation"
Goldman Sachs,Three Months,EASY,Consecutive Characters,56.6,0.601034316,https://leetcode.com/problems/consecutive-characters,String
Delhivery,More Than Six Months,MEDIUM,Consecutive Numbers,100.0,0.458614996,https://leetcode.com/problems/consecutive-numbers,Database
DE Shaw,Six Months,HARD,Consecutive Numbers Sum,66.6,0.419381093,https://leetcode.com/problems/consecutive-numbers-sum,"Math, Enumeration"
Akuna Capital,More Than Six Months,HARD,Constrained Subsequence Sum,68.9,0.564022865,https://leetcode.com/problems/constrained-subsequence-sum,"Array, Dynamic Programming, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue"
Akamai,All,MEDIUM,Construct Binary Search Tree from Preorder Traversal,63.0,0.831386312,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal,"Array, Stack, Tree, Binary Search Tree, Monotonic Stack, Binary Tree"
Microsoft,More Than Six Months,MEDIUM,Construct Binary Tree from Inorder and Postorder Traversal,33.6,0.657316879,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal,"Array, Hash Table, Divide and Conquer, Tree, Binary Tree"
TikTok,More Than Six Months,MEDIUM,Construct Binary Tree from Preorder and Inorder Traversal,57.0,0.665719132,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal,"Array, Hash Table, Divide and Conquer, Tree, Binary Tree"
Microsoft,Three Months,MEDIUM,Construct Binary Tree from Preorder and Postorder Traversal,35.9,0.779659785,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal,"Array, Hash Table, Divide and Conquer, Tree, Binary Tree"
Meta,Thirty Days,MEDIUM,Construct Binary Tree from String,36.6,0.582852262,https://leetcode.com/problems/construct-binary-tree-from-string,"String, Stack, Tree, Depth-First Search, Binary Tree"
Uber,Six Months,MEDIUM,Construct Quad Tree,78.6,0.769657751,https://leetcode.com/problems/construct-quad-tree,"Array, Divide and Conquer, Tree, Matrix"
josh technology,More Than Six Months,MEDIUM,Construct Smallest Number From DI String,71.4,0.858322332,https://leetcode.com/problems/construct-smallest-number-from-di-string,"String, Backtracking, Stack, Greedy"
Mitsogo,More Than Six Months,HARD,Construct String with Minimum Cost,65.2,0.191972996,https://leetcode.com/problems/construct-string-with-minimum-cost,"Array, String, Dynamic Programming, Suffix Array"
Fortinet,Thirty Days,MEDIUM,Construct String With Repeat Limit,100.0,0.708890289,https://leetcode.com/problems/construct-string-with-repeat-limit,"Hash Table, String, Greedy, Heap (Priority Queue), Counting"
Quora,More Than Six Months,HARD,Construct Target Array With Multiple Sums,100.0,0.36248344,https://leetcode.com/problems/construct-target-array-with-multiple-sums,"Array, Heap (Priority Queue)"
Salesforce,More Than Six Months,MEDIUM,Construct the Lexicographically Largest Valid Sequence,45.3,0.731414852,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence,"Array, Backtracking"
Guidewire,Six Months,MEDIUM,Construct the Longest New String,89.8,0.536851455,https://leetcode.com/problems/construct-the-longest-new-string,"Math, Dynamic Programming, Greedy, Brainteaser"
Aon,More Than Six Months,EASY,Construct the Minimum Bitwise Array I,100.0,0.738196189,https://leetcode.com/problems/construct-the-minimum-bitwise-array-i,"Array, Bit Manipulation"
Aon,More Than Six Months,MEDIUM,Construct the Minimum Bitwise Array II,100.0,0.34662556,https://leetcode.com/problems/construct-the-minimum-bitwise-array-ii,"Array, Bit Manipulation"
Goldman Sachs,More Than Six Months,HARD,Contain Virus,23.5,0.523609147,https://leetcode.com/problems/contain-virus,"Array, Depth-First Search, Breadth-First Search, Matrix, Simulation"
Lenskart,More Than Six Months,MEDIUM,Container With Most Water,100.0,0.575800929,https://leetcode.com/problems/container-with-most-water,"Array, Two Pointers, Greedy"
Paycom,More Than Six Months,EASY,Contains Duplicate,89.7,0.630806102,https://leetcode.com/problems/contains-duplicate,"Array, Hash Table, Sorting"
Arista Networks,More Than Six Months,EASY,Contains Duplicate II,79.7,0.487627195,https://leetcode.com/problems/contains-duplicate-ii,"Array, Hash Table, Sliding Window"
Palantir Technologies,More Than Six Months,HARD,Contains Duplicate III,58.6,0.235489115,https://leetcode.com/problems/contains-duplicate-iii,"Array, Sliding Window, Sorting, Bucket Sort, Ordered Set"
StackAdapt,More Than Six Months,MEDIUM,Contiguous Array,100.0,0.491752424,https://leetcode.com/problems/contiguous-array,"Array, Hash Table, Prefix Sum"
Meta,Three Months,MEDIUM,Continuous Subarray Sum,59.7,0.308507448,https://leetcode.com/problems/continuous-subarray-sum,"Array, Hash Table, Math, Prefix Sum"
tcs,More Than Six Months,EASY,Convert a Number to Hexadecimal,35.5,0.506788992,https://leetcode.com/problems/convert-a-number-to-hexadecimal,"Math, Bit Manipulation"
Gojek,More Than Six Months,MEDIUM,Convert an Array Into a 2D Array With Conditions,100.0,0.862955933,https://leetcode.com/problems/convert-an-array-into-a-2d-array-with-conditions,"Array, Hash Table"
Workday,More Than Six Months,EASY,Convert Binary Number in a Linked List to Integer,100.0,0.811809946,https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer,"Linked List, Math"
Nvidia,More Than Six Months,MEDIUM,Convert Binary Search Tree to Sorted Doubly Linked List,50.3,0.654554804,https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list,"Linked List, Stack, Tree, Depth-First Search, Binary Search Tree, Binary Tree, Doubly-Linked List"
Hudson River Trading,More Than Six Months,EASY,Convert Integer to the Sum of Two No-Zero Integers,88.9,0.541690414,https://leetcode.com/problems/convert-integer-to-the-sum-of-two-no-zero-integers,Math
TikTok,Three Months,EASY,Convert Sorted Array to Binary Search Tree,51.9,0.739020146,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree,"Array, Divide and Conquer, Tree, Binary Search Tree, Binary Tree"
Lyft,Three Months,MEDIUM,Convert Sorted List to Binary Search Tree,90.6,0.642605406,https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree,"Linked List, Divide and Conquer, Tree, Binary Search Tree, Binary Tree"
Airbnb,More Than Six Months,MEDIUM,Convert to Base -2,47.6,0.611769367,https://leetcode.com/problems/convert-to-base-2,Math
peak6,All,MEDIUM,Coordinate With Maximum Network Quality,100.0,0.381806461,https://leetcode.com/problems/coordinate-with-maximum-network-quality,"Array, Enumeration"
Mobileye,More Than Six Months,MEDIUM,Copy List with Random Pointer,100.0,0.601670985,https://leetcode.com/problems/copy-list-with-random-pointer,"Hash Table, Linked List"
Acko,Six Months,HARD,Count All Valid Pickup and Delivery Options,100.0,0.648761653,https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options,"Math, Dynamic Programming, Combinatorics"
Info Edge,Six Months,MEDIUM,Count Almost Equal Pairs I,100.0,0.374471368,https://leetcode.com/problems/count-almost-equal-pairs-i,"Array, Hash Table, Sorting, Counting, Enumeration"
Capital One,More Than Six Months,MEDIUM,Count Alternating Subarrays,66.8,0.561818131,https://leetcode.com/problems/count-alternating-subarrays,"Array, Math"
MathWorks,More Than Six Months,HARD,Count Anagrams,56.9,0.35036364,https://leetcode.com/problems/count-anagrams,"Hash Table, Math, String, Combinatorics, Counting"
Akuna Capital,More Than Six Months,MEDIUM,Count and Say,100.0,0.60235751,https://leetcode.com/problems/count-and-say,String
PayPal,More Than Six Months,HARD,Count Array Pairs Divisible by K,42.5,0.300509112,https://leetcode.com/problems/count-array-pairs-divisible-by-k,"Array, Math, Number Theory"
J.P. Morgan,Three Months,EASY,Count Binary Substrings,76.6,0.658615487,https://leetcode.com/problems/count-binary-substrings,"Two Pointers, String"
Arcesium,More Than Six Months,MEDIUM,Count Collisions on a Road,73.0,0.442681848,https://leetcode.com/problems/count-collisions-on-a-road,"String, Stack, Simulation"
Jane Street,More Than Six Months,EASY,Count Common Words With One Occurrence,100.0,0.722221369,https://leetcode.com/problems/count-common-words-with-one-occurrence,"Array, Hash Table, String, Counting"
Google,Thirty Days,MEDIUM,Count Complete Subarrays in an Array,39.7,0.757870987,https://leetcode.com/problems/count-complete-subarrays-in-an-array,"Array, Hash Table, Sliding Window"
Meesho,More Than Six Months,HARD,Count Complete Substrings,63.2,0.282956816,https://leetcode.com/problems/count-complete-substrings,"Hash Table, String, Sliding Window"
Amazon,Thirty Days,MEDIUM,Count Covered Buildings,46.8,0.365713577,https://leetcode.com/problems/count-covered-buildings,"Array, Hash Table, Sorting"
Walmart Labs,Six Months,HARD,Count Different Palindromic Subsequences,62.2,0.462702982,https://leetcode.com/problems/count-different-palindromic-subsequences,"String, Dynamic Programming"
Capgemini,More Than Six Months,EASY,Count Elements With Maximum Frequency,85.9,0.779095702,https://leetcode.com/problems/count-elements-with-maximum-frequency,"Array, Hash Table, Counting"
zeta suite,More Than Six Months,EASY,Count Equal and Divisible Pairs in an Array,100.0,0.840757401,https://leetcode.com/problems/count-equal-and-divisible-pairs-in-an-array,Array
Swiggy,Six Months,MEDIUM,Count Good Meals,100.0,0.314525306,https://leetcode.com/problems/count-good-meals,"Array, Hash Table"
Amazon,Thirty Days,MEDIUM,Count Good Nodes in Binary Tree,37.6,0.734208207,https://leetcode.com/problems/count-good-nodes-in-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
Amazon,Six Months,MEDIUM,Count Good Numbers,43.5,0.564915268,https://leetcode.com/problems/count-good-numbers,"Math, Recursion"
Turvo,More Than Six Months,EASY,Count Good Triplets,100.0,0.854691936,https://leetcode.com/problems/count-good-triplets,"Array, Enumeration"
Walmart Labs,All,HARD,Count Good Triplets in an Array,74.6,0.660315261,https://leetcode.com/problems/count-good-triplets-in-an-array,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set"
SAP,More Than Six Months,HARD,Count Increasing Quadruplets,55.9,0.340235862,https://leetcode.com/problems/count-increasing-quadruplets,"Array, Dynamic Programming, Binary Indexed Tree, Enumeration, Prefix Sum"
LinkedIn,Thirty Days,HARD,Count Integers in Intervals,58.6,0.339686555,https://leetcode.com/problems/count-integers-in-intervals,"Design, Segment Tree, Ordered Set"
